word,CEFR,Japanese,phonetic,category,Example,Example_JP
sweatpants,C1,スウェットパンツ,/ˈswɛˌtpænts/,Daily,He wore sweatpants around the house.,彼は家でスウェットパンツを履いていた。
syntactic,C1,構文の,/syntactic/,Science,The software analyzes the syntactic structure of the sentences.,そのソフトウェアは、文の構文構造を分析する。
theorized,C1,理論化した,/ˈθiːərˌaɪzd/,Academic,The scientist theorized about the universe.,科学者は宇宙について理論化した。
totalitarianism,C1,全体主義,/ˌtoʊˌtæləˈtɛriəˌnɪzəm/,General,The country had fallen under a totalitarian regime.,その国は全体主義体制に陥っていた。
unassuming,C1,控えめな,/ˌʌnəˈsuːmɪŋ/,General,"He was an unassuming man, despite his success.",彼は成功にもかかわらず、控えめな男だった。
undersecretary,C1,次官,/ˌʌndərˈsɛkrɪˌtɛri/,General,She was appointed as undersecretary.,彼女は次官に任命された。
unintelligible,C1,判読不能な,/ˌʌnɪˈntɛlədʒəbəl/,General,His speech was unintelligible.,彼のスピーチは判読不能だった。
victimization,C1,犠牲にすること,/ˌvɪktəməˈzeɪʃən/,General,He is a victim of repeated victimization.,彼は繰り返しの犠牲行為の被害者だ。
winking,C1,ウインクしている,/ˈwɪŋkɪŋ/,Daily,He was winking at her from across the room.,彼は部屋の向こうから彼女にウインクしていた。
withering,C1,しおれる、衰退する,/ˈwɪðərɪŋ/,General,The flowers were withering in the heat.,花は暑さでしおれていた。
zigzag,C1,ジグザグに動く、ジグザグ,/ˈzɪɡzæɡ/,General,The path zigzagged up the hill.,道は丘をジグザグに登っていた。
abscess,C1,膿瘍,/ˈæˌbsɛs/,Science,The doctor drained the abscess on the patient's leg.,医師は、患者の足の膿瘍を排膿した。
absorbent,C1,吸収性の,/əˈbzɔrbənt/,General,This towel is very absorbent.,このタオルは非常に吸収性が高い。
acuity,C1,鋭さ,/əˈkjuːəti/,Science,Her acuity in analyzing data is impressive.,彼女のデータ分析における鋭さは印象的だ。
afrikaans,C1,アフリカーンス語,/ˌæfrəˈkɑnz/,General,She was fluent in Afrikaans.,彼女はアフリカーンス語が堪能だった。
airstrip,C1,滑走路,/ˈɛˌrstrɪp/,General,The plane landed on the airstrip.,飛行機は滑走路に着陸した。
alkyl,C1,アルキル,/alkyl/,General,An alkyl group is a common component of organic molecules.,アルキル基は、有機分子の一般的な構成要素です。
amassing,C1,蓄積する,/əˈmæsɪŋ/,Business,The company has been amassing a large amount of debt.,その会社は多額の負債を蓄積している。
antiquarian,C1,骨董収集家,/antiquarian/,Daily,The antiquarian was passionate about old books and artifacts.,骨董収集家は古い本や工芸品に情熱を注いでいました。
antiseptic,C1,消毒剤,/ˌæntəˈsɛptɪk/,General,She cleaned the wound with antiseptic.,彼女は消毒剤で傷をきれいにしました。
ascetic,C1,禁欲的な,/əˈsɛtɪk/,General,He led an ascetic life.,彼は禁欲的な生活を送った。
attenuation,C1,減衰,/attenuation/,General,The attenuation of the signal was observed over distance.,信号の減衰が距離とともに観察された。
beastie,C1,小さな生き物,/ˈbiːsti/,General,There's a little beastie on the ground.,地面に小さな生き物がいる。
bedouin,C1,ベドウィン,/ˈbɛdoʊən/,General,The bedouin are known for their nomadic lifestyle.,ベドウィンは遊牧民のライフスタイルで知られています。
beholden,C1,恩義がある、感謝している,/bɪˈhoʊldən/,General,She felt beholden to him for his help.,彼女は彼の助けに恩義を感じた。
beholder,C1,見る人,/biˈhoʊldər/,Daily,Beauty is in the eye of the beholder.,美は見る人の目の中にある。
buttoned,C1,ボタン留めされた,/ˈbʌtənd/,General,He buttoned his shirt.,彼はシャツのボタンを留めた。
canto,C1,歌,/ˈkæntoʊ/,Culture,The poem is divided into several canto.,その詩はいくつかの歌に分けられている。
cathartic,C1,カタルシスの,/kəˈθɑrtɪk/,General,"The experience was cathartic for her, allowing her to release pent-up emotions.",その経験は彼女にとってカタルシスとなり、抑えられていた感情を解放することができました。
cementing,C1,固める、強固にする,/sɪˈmɛntɪŋ/,General,The agreement is cementing the relationship between the two countries.,その合意は両国間の関係を強固にしている。
centrifuge,C1,遠心分離機,/ˈsɛntrəˌfjuːdʒ/,General,The laboratory used a centrifuge to separate the blood components.,その研究所は、血液成分を分離するために遠心分離機を使用した。
cocker,C1,コッカー・スパニエル,/ˈkɑkər/,General,The cocker spaniel is a very friendly dog.,コッカー・スパニエルはとてもフレンドリーな犬です。
comatose,C1,昏睡状態,/kˈoʊmətˌoʊs/,Science,The patient was comatose after the accident.,患者は事故の後、昏睡状態だった。
concoction,C1,調合薬,/kənkˈɑːkʃən/,Science,The old woman was known for her herbal concoction.,老女はハーブの調合薬で知られていた。
conspire,C1,共謀する,/kəˈnspaɪər/,General,They conspired to overthrow the government.,彼らは政府を転覆させるために共謀した。
corneal,C1,角膜の,/ˌkɔˈrniːl/,Daily,The corneal layer protects the eye.,角膜層は目を保護します。
cruised,C1,巡航した,/ˈkruːzd/,General,We cruised along the coast.,私たちは海岸沿いを巡航した。
cynic,C1,"皮肉屋,懐疑的な人",/ˈsɪnɪk/,General,He is often viewed as a cynic.,彼はしばしば皮肉屋と見なされる。
defensible,C1,"擁護できる,正当化できる",/dɪˈfɛnsəbəl/,General,His actions were barely defensible given the circumstances.,彼の行動は、状況を考えると、ほとんど擁護できるものではなかった。
demolishing,C1,破壊する,/dɪˈmɑlɪʃɪŋ/,General,The old building was demolished to make way for a new one.,古い建物は新しい建物のために破壊された。
descriptor,C1,記述子,/descriptor/,General,The descriptor helped identify the specific file.,記述子は特定のファイルを識別するのに役立ちました。
diehard,C1,断固とした,/ˈdaɪˌhɑrd/,General,He is a diehard fan of the team.,彼はそのチームの断固としたファンだ。
dipole,C1,双極子,/ˈdaɪˌpoʊl/,General,A dipole is an object with a separation of charge.,双極子は電荷の分離を持つ物体です。
dissipation,C1,"消散,浪費",/ˌdɪsɪˈpeɪʃən/,General,The dissipation of resources led to the company's downfall.,資源の浪費が、会社の失脚につながった。
divider,C1,仕切り,/dɪˈvaɪdər/,General,A divider separated the two classrooms.,仕切りが二つの教室を隔てていた。
dynamism,C1,活力、ダイナミズム,/ˈdaɪnəˌmɪzəm/,General,The city is known for its dynamism and energy.,その都市は活力とダイナミズムで知られている。
effigy,C1,像,/ˈefɪdʒiː/,General,Effigies of the fallen heroes were erected in the park.,公園には、倒れた英雄たちの像が建てられた。
encroaching,C1,侵食する,/ɪˈnkroʊtʃɪŋ/,Nature,The forest was encroaching on the farmland.,森林は農地を侵食していた。
encyclopaedia,C1,百科事典,/ɪˌnsaɪkləˈpiːdiə/,General,The encyclopaedia has information on a wide range of subjects.,その百科事典には幅広い分野の情報が掲載されている。
erred,C1,誤った,/ˈɛrd/,General,I erred in my calculations.,私は計算で誤った。
everyman,C1,一般人,/ˈɛvrimən/,Culture,The movie is about the struggles of everyman.,その映画は一般人の苦闘について描いている。
excepting,C1,～を除いて,/ˌɛˈksɛptɪŋ/,General,Everyone was present excepting John.,ジョンを除いて全員が出席していた。
extravagance,C1,浪費、贅沢,/ɪkstrˈævəɡəns/,General,His extravagance led him to bankruptcy.,彼の浪費が彼を破産に導いた。
factually,C1,事実上、事実に基づいて,/ˈfæktʃuəli/,General,The report was factually accurate.,その報告書は事実に基づいて正確だった。
figurehead,C1,名ばかりの長,/ˈfɪɡjərˌhɛd/,General,"The king was a figurehead, with little real power.",王は名ばかりの長であり、実際の権力はほとんどなかった。
fiscally,C1,財政的に,/ˈfɪskəli/,General,The project was not fiscally sustainable.,そのプロジェクトは財政的に持続可能ではありませんでした。
flowered,C1,開花した,/ˈflaʊərd/,Nature,The plants flowered in the spring.,その植物は春に開花した。
fretting,C1,心配している,/ˈfrɛtɪŋ/,General,She was fretting about the upcoming presentation.,彼女は間近に迫ったプレゼンテーションについて心配していました。
gallbladder,C1,胆嚢,/ˈɡɔˌlblædər/,General,The gallbladder stores bile produced by the liver.,胆嚢は肝臓で生成された胆汁を貯蔵します。
gestational,C1,妊娠の,/gestational/,General,Gestational diabetes can affect pregnancy outcomes.,妊娠糖尿病は妊娠の結果に影響を与える可能性がある。
girdle,C1,ガードル、帯,/ˈɡɜːrdəl/,General,She wore a girdle under her dress.,彼女はドレスの下にガードルを着用した。
glut,C1,過剰,/ˈɡlʌt/,Business,There was a glut of vegetables at the market.,市場には野菜が過剰にあった。
gripe,C1,不満,/ˈɡraɪp/,Nature,He often gripe about the weather.,私はしばしば天気について不満を言う。
gruff,C1,ぶっきらぼうな,/ˈɡrʌf/,General,He had a gruff voice.,彼はぶっきらぼうな声だった。
hark,C1,聞きなさい,/ˈhɑrk/,Culture,"Hark, I hear the sound of music.",聞きなさい、音楽の音が聞こえる。
haystack,C1,干し草の山,/hˈeɪstˌæk/,Nature,The haystack dotted the field.,干し草の山が野原に点在していた。
helical,C1,螺旋状の,/ˈhɛlɪkəl/,Science,The DNA molecule has a helical structure.,DNA分子は螺旋状の構造をしています。
hemorrhagic,C1,出血性の,/ˌhɛmərˈæɡɪk/,Science,The disease is characterized by hemorrhagic symptoms.,その病気は出血性の症状を特徴とする。
imperfection,C1,不完全さ、欠陥,/ˌɪmpɚfˈekʃən/,General,We all have our imperfection.,私たちは皆、不完全さを持っている。
implosion,C1,内破,/ɪˈmploʊʒən/,General,The building suffered an implosion.,その建物は内破に見舞われた。
incredulous,C1,疑わしい,/ɪˈnkrɛdʒələs/,General,He looked incredulous at the claim.,彼はその主張を疑わしそうに見ました。
interwoven,C1,織り込まれた,/ˌɪntərˈwoʊvən/,General,The themes of the story were interwoven.,物語のテーマは織り込まれていた。
jeweler,C1,宝石商,/dʒˈuːəlɚ/,Nature,The jeweler crafted a beautiful necklace.,宝石商は美しいネックレスを作った。
jumble,C1,ごちゃまぜ,/ˈdʒʌmbəl/,General,The papers were a jumble on the desk.,書類は机の上でごちゃまぜになっていた。
krebs,C1,クレブス,/ˈkrɛbz/,General,The Krebs cycle is a crucial part of cellular respiration.,クレブス回路は、細胞呼吸の重要な部分です。
liqueur,C1,リキュール,/lɪˈkɜːr/,General,He ordered a glass of orange liqueur after dinner.,彼は夕食後、オレンジリキュールをグラスで注文した。
mallard,C1,マガモ,/ˈmælərd/,General,The mallard is a common duck.,マガモは一般的なカモである。
mandating,C1,義務付ける,/ˈmæˌndeɪtɪŋ/,General,The government is mandating the use of masks.,政府はマスクの使用を義務付けている。
memorizing,C1,記憶する、暗記する,/ˈmɛmərˌaɪzɪŋ/,General,He was memorizing his lines for the play.,彼は劇のための自分のセリフを暗記していた。
metabolite,C1,代謝産物,/metabolite/,Daily,The drug is broken down into several metabolite in the body.,その薬物は体内でいくつかの代謝産物に分解される。
mezzanine,C1,中二階,/ˈmɛzəˌniːn/,General,The mezzanine overlooks the main floor of the building.,中二階からは建物のメインフロアが見渡せる。
midlife,C1,中年,/ˈmɪˌdlaɪf/,General,He is going through a midlife crisis.,彼は中年の危機を迎えている。
mired,C1,泥沼にはまった,/ˈmaɪrd/,Business,The company was mired in debt.,その会社は借金で泥沼にはまっていた。
modality,C1,様式、方法,/mədˈælətiː/,Science,Different treatment modalities were considered for the patient.,患者にはさまざまな治療様式が検討された。
monolith,C1,一枚岩,/ˈmɑnəˌlɪθ/,Nature,The obelisk was a monolith made of granite.,オベリスクは花崗岩でできた一枚岩でした。
nudist,C1,ヌーディスト,/ˈnuːdɪst/,General,The nudist camp was located on the beach.,ヌーディストキャンプはビーチにありました。
ortho,C1,整形外科,/ˈɔˌrθoʊ/,General,He went to an ortho clinic for his knee injury.,彼は膝の怪我のため整形外科クリニックに行きました。
outlast,C1,長持ちする,/ˈaʊˌtlæst/,General,This type of battery can outlast others.,このタイプのバッテリーは他のものよりも長持ちする。
partitioning,C1,分割,/pɑˈrtɪʃənɪŋ/,General,The partitioning of the hard drive created new space.,ハードドライブの分割は新しいスペースを生み出した。
pathogenesis,C1,病因,/pathogenesis/,Science,The pathogenesis of the disease is complex.,その疾患の病因は複雑である。
phoning,C1,電話をかける,/ˈfoʊnɪŋ/,Daily,He was phoning his friend to check on him.,彼は友達に電話をして安否を確認していた。
pon,C1,PON,/ˈpɑn/,General,PON is a type of passive optical network.,PONは受動光ネットワークの一種です。
predisposed,C1,なりやすい,/ˌpriːdɪˈspoʊzd/,Science,People with certain genes are predisposed to the disease.,特定の遺伝子を持つ人々はその病気になりやすい。
protectionism,C1,保護貿易主義,/prəˈtɛkʃəˌnɪzəm/,Business,Some countries have adopted protectionism policies.,一部の国は保護貿易主義政策を採用している。
raunchy,C1,卑猥な,/ˈrɔntʃi/,General,The comedian's jokes were considered too raunchy for some viewers.,そのコメディアンのジョークは一部の視聴者にはあまりにも卑猥だと考えられた。
rebuked,C1,叱責された,/rɪˈbjuːkt/,General,He was rebuked for his inappropriate behavior.,彼は不適切な行動で叱責された。
relaying,C1,中継する,/ˈriːˌleɪɪŋ/,General,They were relaying messages to the troops.,彼らは軍隊にメッセージを中継していた。
remarking,C1,述べる、発言する,/rɪˈmɑrkɪŋ/,General,She was remarking on the beauty of the landscape.,彼女は風景の美しさについて述べていた。
responder,C1,応答者,/rɪˈspɑndər/,General,The first responder arrived on the scene quickly.,最初の応答者が現場にすぐに到着しました。
retiree,C1,退職者,/riːtˈaɪrˈiː/,Business,Many retiree enjoy their free time.,多くの退職者は自由な時間を楽しんでいます。
roughness,C1,粗さ,/ˈrʌfnəs/,General,The roughness of the fabric bothered her.,生地の粗さが彼女を悩ませた。
salve,C1,軟膏,/ˈsɑv/,General,She applied a salve to the wound.,彼女は傷に軟膏を塗りました。
seducing,C1,誘惑している,/sɪˈduːsɪŋ/,General,The ad was seducing consumers to buy the product.,その広告は、消費者に製品を買うように誘惑していた。
sentimentality,C1,感傷主義,/ˌsɛntəmɛˈntælɪti/,Daily,There was a strong feeling of sentimentality in the room.,部屋には強い感傷主義的な感情があった。
smearing,C1,塗りつける、汚す,/ˈsmɪrɪŋ/,Daily,He was smearing mud on his face.,彼は顔に泥を塗りつけていた。
smudge,C1,しみ,/ˈsmʌdʒ/,General,There was a smudge of ink on the paper.,紙にインクのしみがあった。
speckled,C1,まだらの,/ˈspɛkəld/,Nature,The bird had speckled feathers.,その鳥はまだらの羽を持っていた。
subtype,C1,亜型,/ˈsʌˌbtaɪp/,Science,They identified a new subtype of the virus.,彼らはウイルスの新しい亜型を特定した。
subtypes,C1,亜型,/ˈsʌˌbtaɪpz/,Science,There are different subtypes of influenza virus.,インフルエンザウイルスには異なる亜型があります。
supplanted,C1,取って代わった,/səˈplæntəd/,General,The old system was supplanted by the new one.,古いシステムは新しいシステムに取って代わられた。
switchboard,C1,交換台,/ˈswɪˌtʃbɔrd/,General,The switchboard operator connected the call.,交換台のオペレーターが電話をつないだ。
synthesizer,C1,シンセサイザー、合成装置,/ˈsɪnθəˌsaɪzər/,Science,He uses a synthesizer to create electronic music.,彼は電子音楽を作成するためにシンセサイザーを使用している。
teflon,C1,テフロン,/ˈtɛflən/,General,The pan has a teflon coating.,そのフライパンはテフロン加工がされている。
terrorized,C1,恐怖に陥れた,/ˈtɛrərˌaɪzd/,General,The neighborhood was terrorized by a group of teenagers.,その近所は十代の若者たちのグループによって恐怖に陥れられた。
terrorizing,C1,脅迫する、恐怖に陥れる,/ˈtɛrərˌaɪzɪŋ/,General,The gang was terrorizing the neighborhood with their violent acts.,そのギャングは暴力行為で近隣を脅迫していた。
toothpick,C1,つまようじ,/ˈtuːˌθpɪk/,General,I need a toothpick after eating.,食後に爪楊枝が必要です。
touting,C1,宣伝する,/ˈtaʊtɪŋ/,General,The company was touting its new product.,その会社は新製品を宣伝していた。
trumped,C1,"打ち負かした,切り札で勝った",/ˈtrʌmpt/,Culture,Her high card trumped mine in the game.,彼女の高いカードがゲームで私のカードに勝った。
twinkling,C1,きらめく,/ˈtwɪŋkəlɪŋ/,Daily,The stars were twinkling brightly in the night sky.,星は夜空で明るくきらめいていた。
underserved,C1,十分なサービスを受けていない,/əndərˈsɜːrvd/,General,The underserved communities need more help.,十分にサービスを受けていない地域社会は、より多くの支援を必要としている。
unfairness,C1,不公平,/əˈnfɛrnəs/,General,She protested the unfairness of the new rules.,彼女は新しい規則の不公平さに抗議した。
unwieldy,C1,扱いにくい,/əˈnwiːldi/,General,The large box was unwieldy and difficult to carry.,大きな箱は扱いにくく、運ぶのが大変だった。
urinate,C1,排尿する,/ˈjɜːrəˌneɪt/,General,You need to urinate more frequently when you are pregnant.,妊娠中は排尿の頻度が高まります。
vertebral,C1,脊椎の,/ˈvɜːrtəbrəl/,Science,The patient had a vertebral fracture.,患者は脊椎骨折をしていた。
vexed,C1,困惑した,/ˈvɛkst/,General,He was vexed by the difficult math problem.,彼は難しい数学の問題に困惑した。
warping,C1,ゆがみ,/ˈwɔrpɪŋ/,General,The heat caused the wood to be warping.,熱で木材がゆがむ原因となった。
whacked,C1,強打した、叩きつけた,/ˈwækt/,General,He whacked the ball with the bat.,彼はバットでボールを強打した。
whisperer,C1,ささやく人,/ˈwɪspərər/,General,The horse whisperer had a special connection with the animals.,ホースウィスパラーは動物と特別なつながりを持っていた。
whitewash,C1,白塗り,/ˈwaɪˌtwɑʃ/,Daily,The old house needed a fresh whitewash.,古い家は新しい白塗りを必要としていた。
whitewashed,C1,ごまかされた,/ˈwaɪˌtwɑʃt/,General,The government tried to whitewash the incident.,政府はその事件をごまかそうとした。
wiper,C1,ワイパー,/ˈwaɪpər/,Nature,He turned on the windshield wiper because it started to rain.,雨が降り始めたので、私はフロントガラスのワイパーをつけた。
abdication,C1,退位,/ˌæbdɪˈkeɪʃən/,General,The king's abdication came as a surprise to the public.,王の退位は国民にとって驚きだった。
aggravate,C1,悪化させる,/ˈæɡrəˌveɪt/,Nature,The bad weather aggravated her cold.,悪天候が彼女の風邪を悪化させた。
alveolar,C1,肺胞の,/æˈlviːələr/,General,The alveolar sacs are the primary sites of gas exchange in the lungs.,肺胞嚢は、肺におけるガス交換の主要な部位です。
ambivalence,C1,両面価値、アンビバレンス,/æmbˈɪvələns/,General,She felt ambivalence towards the project.,彼女はそのプロジェクトに対してアンビバレンスを感じていた。
amphitheater,C1,円形劇場,/ˈæmfəˌθiːətər/,Culture,The ancient amphitheater was well-preserved.,古代の円形劇場はよく保存されていた。
arboretum,C1,植物園,/ˌɑrbərˈiːtəm/,Nature,We took a walk through the arboretum.,私たちは植物園を散歩した。
belted,C1,ベルトを締めた,/ˈbɛltəd/,General,He belted his pants.,彼はズボンにベルトを締めた。
bravado,C1,虚勢,/brəˈvɑdoʊ/,General,His bravado was just a cover for his fear.,彼の虚勢は彼の恐怖を隠すための単なる偽りだった。
brokered,C1,仲介した,/ˈbroʊkərd/,General,The agreement was brokered by a neutral party.,その合意は中立的な第三者によって仲介された。
bucking,C1,跳ねる、反抗する,/ˈbʌkɪŋ/,General,The horse was bucking wildly.,その馬は激しく跳ねていた。
buffoon,C1,"道化師,おどけ者",/bəˈfuːn/,General,He acted like a buffoon in front of his friends.,彼は友達の前で道化師のように振る舞った。
bullseye,C1,的の中心,/ˈbuːlzaɪ/,General,He hit the bullseye with his first shot.,彼は最初の射撃で的の中心を射止めた。
bumbling,C1,どじな,/ˈbʌmbəlɪŋ/,General,He was a bumbling but well-meaning fellow.,彼はどじだが善意のある男だった。
candor,C1,率直さ,/ˈkændər/,General,I appreciated his candor in admitting his mistake.,私は、彼が自分の過ちを認めた率直さをありがたく思った。
capitalizing,C1,利用して,/ˈkæpɪtəˌlaɪzɪŋ/,General,They are capitalizing on the current trend.,彼らは現在のトレンドを利用している。
chaste,C1,純潔な,/ˈtʃeɪst/,General,She was known for her chaste character.,彼女は純潔な性格で知られていた。
clamoring,C1,騒ぎ立てる,/ˈklæmərɪŋ/,General,The crowd was clamoring for the team to come out.,群衆はチームが出てくるのを騒ぎ立てていた。
cobbled,C1,石畳の,/ˈkɑbəld/,Nature,They walked along the cobbled street.,彼らは石畳の道を歩いた。
communicable,C1,伝染性の,/kəˈmjuːnəkəbəl/,Science,Measles is a highly communicable disease.,麻疹は非常に伝染性の高い病気である。
compatriot,C1,同胞、同国人,/kəmpˈeɪtriːət/,Daily,He was happy to be reunited with his compatriot.,私は同胞たちと再会できて嬉しかった。
convergent,C1,収束的な,/kəˈnvɜːrdʒənt/,General,The two lines of evidence were convergent.,二つの証拠は収束的だった。
cosmological,C1,宇宙論の,/cosmological/,Science,The scientist is working on cosmological theories.,その科学者は宇宙論の理論に取り組んでいる。
cpd,C1,化合物,/cpd/,Science,The compound was synthesized in the lab.,その化合物は実験室で合成された。
creatine,C1,クレアチン,/creatine/,General,Creatine is a popular supplement among athletes.,クレアチンはアスリートの間で人気のあるサプリメントです。
dazzled,C1,目がくらんだ、魅了された,/ˈdæzəld/,Daily,She was dazzled by the bright lights of the city.,彼女は街の明るい光に目がくらんだ。
dermal,C1,皮膚の,/ˈdɜːrməl/,General,The cream is for dermal application only.,そのクリームは皮膚への塗布のみを目的としています。
destabilize,C1,不安定にする,/dɪstˈeɪbəlˌaɪz/,General,The war could destabilize the entire region.,その戦争は地域全体を不安定にする可能性がある。
dramatist,C1,劇作家,/ˈdrɑmətɪst/,Daily,Shakespeare is a famous dramatist.,シェイクスピアは有名な劇作家だ。
dysentery,C1,赤痢,/ˈdɪsəˌntɛri/,Science,The disease dysentery spread quickly.,赤痢という病気が急速に広がった。
eas,C1,和らげる,/ˈiːzɪz/,Science,The medicine eases the pain.,薬が痛みを和らげます。
elaborating,C1,詳しく説明する,/ɪˈlæbərˌeɪtɪŋ/,General,Could you please elaborate on your proposal?,あなたの提案について詳しく説明していただけますか？
enumerated,C1,列挙された,/ɪˈnuːmərˌeɪtɪd/,General,The report enumerated all the issues that need to be addressed.,報告書は、対処する必要のあるすべての問題を列挙した。
extradited,C1,引き渡された,/ˈɛkstrəˌdaɪtɪd/,Daily,The suspect was extradited to his home country.,容疑者は母国に引き渡された。
filet,C1,フィレ,/fɪˈleɪ/,General,She ordered the filet of salmon for dinner.,彼女は夕食にサーモンのフィレを注文しました。
flipper,C1,ひれ,/ˈflɪpər/,General,The dolphin used its flipper to swim.,イルカはひれを使って泳いだ。
follicle,C1,毛包,/ˈfɑləkəl/,General,Hair grows from follicle in the skin.,髪は皮膚の毛包から成長する。
frayed,C1,すり切れた、ほつれた,/ˈfreɪd/,General,The edges of the old carpet were frayed.,その古いカーペットの縁はすり切れていた。
furlong,C1,ハロン（距離の単位）,/ˈfɜːrˌlɔŋ/,General,The race was over a distance of eight furlong.,そのレースは8ハロンの距離で行われた。
germination,C1,発芽,/ˌdʒɜːrməˈneɪʃən/,General,The germination of seeds requires moisture and warmth.,種子の発芽には水分と暖かさが必要である。
gibbon,C1,テナガザル,/ɡˈɪbən/,General,The gibbon swung through the trees.,テナガザルは木々を揺れ動いた。
greening,C1,緑化,/ˈɡriːnɪŋ/,General,The city is implementing a program for urban greening.,市は都市緑化のためのプログラムを実施している。
grumble,C1,不平を言う,/ˈɡrʌmbəl/,Nature,He always grumble about the weather.,私はいつも天気のことで不平を言います。
healthful,C1,健康的な,/ˈhɛlθfəl/,Science,A balanced diet is important for a healthful lifestyle.,バランスの取れた食生活は健康的な生活を送るために重要だ。
hearse,C1,霊柩車,/hˈɜːrs/,General,The hearse arrived at the cemetery.,霊柩車が墓地に到着しました。
helplessly,C1,無力に,/ˈhɛlpləsli/,General,She watched helplessly as the car crashed.,彼女は車が衝突するのを無力に見守っていた。
homemaker,C1,主婦、主夫,/ˈhoʊˌmmeɪkər/,General,She is a dedicated homemaker.,彼女は献身的な主婦です。
hotdog,C1,ホットドッグ,/ˈhɑˌtdɔɡ/,Daily,I love to eat a hotdog.,私はホットドッグを食べるのが大好きです。
hots,C1,人気のある,/ˈhɑts/,General,The new restaurant is one of the hots.,その新しいレストランは人気のある店の1つだ。
hunched,C1,かがんだ,/ˈhʌntʃt/,General,He was hunched over his desk.,彼は机の上にかがんでいた。
hyena,C1,ハイエナ,/haɪˈiːnə/,General,We saw hyena during the safari.,私たちはサファリでハイエナを見た。
immaturity,C1,未熟さ、幼稚さ,/ˌɪməˈtʃʊrɪti/,General,His immaturity was obvious.,彼の未熟さは明らかだった。
impeding,C1,妨げている,/ɪˈmpiːdɪŋ/,General,The storm was impeding traffic.,嵐が交通を妨げていた。
incensed,C1,憤慨した,/ˈɪˌnsɛnst/,General,He was incensed by the false accusations.,彼は虚偽の告発に憤慨した。
ingesting,C1,摂取する、飲み込む,/ɪˈndʒɛstɪŋ/,Science,The patient had difficulty ingesting solid food.,患者は、固形物を摂取することに困難を抱えていた。
justifiably,C1,正当に,/ˈdʒʌstəˌfaɪəbli/,Daily,He was justifiably angry.,彼は正当に怒っていた。
kilowatt,C1,キロワット,/kˈɪləwˌɑːt/,Nature,"The power plant generates several megawatts of electricity, which is equal to thousands of kilowatt.",その発電所は数メガワットの電力を生成し、それは数千キロワットに相当する。
laborious,C1,骨の折れる,/ləˈbɔriəs/,Daily,The task was laborious and took a long time.,その作業は骨が折れ、長い時間がかかった。
lavishly,C1,惜しみなく、ぜいたくに,/ˈlævɪʃli/,General,They decorated the hall lavishly for the party.,彼らはパーティーのためにホールを贅沢に飾った。
legible,C1,判読可能な,/ˈlɛdʒəbəl/,General,The handwriting was barely legible.,その手書き文字はほとんど判読できなかった。
lingual,C1,舌の、言語の,/lingual/,Culture,His lingual skills in French were impressive.,彼のフランス語の言語スキルは印象的だった。
liquidate,C1,清算する,/ˈlɪkwɪˌdeɪt/,General,The company decided to liquidate its assets.,会社は資産を清算することを決定しました。
livable,C1,住みやすい,/ˈlɪvəbəl/,General,The city is very livable with many parks.,その都市は多くの公園があり、とても住みやすい。
loomed,C1,迫ってきた、そびえ立った,/ˈluːmd/,General,The deadline loomed closer with each passing day.,締め切りは日に日に近づいてきた。
lowercase,C1,小文字,/lowercase/,General,Write your name in lowercase letters.,あなたの名前を小文字で書いてください。
lusty,C1,元気な,/ˈlʌsti/,General,The lusty old man still had a great zest for life.,元気な老人はまだ人生への大きな熱意を持っていた。
maddening,C1,腹立たしい,/ˈmædənɪŋ/,General,The slow internet connection is maddening.,インターネットの接続が遅いのは腹立たしい。
materiel,C1,軍需品,/məˌtɪriˈɛl/,General,The troops were supplied with materiel and equipment.,軍隊は軍需品と装備品が供給された。
microcosm,C1,小宇宙,/ˈmaɪkrəˌkɑzəm/,Science,The village was a microcosm of the larger society.,その村は、より大きな社会の小宇宙でした。
multifaceted,C1,多面的,/ˌmʌltiˈfæsətɪd/,General,The problem is multifaceted and requires a complex solution.,その問題は多面的であり、複雑な解決策が必要である。
multiplicity,C1,多様性,/ˌmʌltəˈplɪsɪti/,General,The multiplicity of cultures in the city made it a vibrant place.,その都市の文化の多様性が、活気のある場所にした。
nac,C1,NAC,/nac/,General,NAC is a common ingredient in supplements.,NACはサプリメントによく使われる成分です。
obsessively,C1,執拗に,/ɑˈbsɛsɪvli/,General,He checks his email obsessively.,彼は執拗にメールをチェックします。
ooze,C1,にじみ出る,/ˈuːz/,Nature,The sap ooze from the tree.,樹液が木からにじみ出る。
orangutan,C1,オランウータン,/ɔˈræŋətæn/,General,The orangutan swung effortlessly through the trees.,オランウータンは木々を軽々と揺れ動いた。
outdone,C1,出し抜かれた、勝てなかった,/ˈaʊˈtdʌn/,General,She felt outdone by her competitor.,彼女は競争相手に出し抜かれたと感じた。
outrageously,C1,法外に、ひどく,/ˌaʊˈtreɪdʒəsli/,General,The restaurant charged outrageously high prices for simple dishes.,そのレストランは、シンプルな料理に法外な高値を請求した。
paraphrasing,C1,言い換え,/ˈpɛrəˌfreɪzɪŋ/,General,Paraphrasing is a useful skill for summarizing information.,言い換えは情報を要約するのに役立つスキルです。
passable,C1,通行可能な,/ˈpæsəbəl/,General,The road was just about passable after the storm.,嵐の後、道路はかろうじて通行可能だった。
patted,C1,軽く叩いた,/ˈpætəd/,General,He patted the dog gently on the head.,彼は犬の頭を優しく叩いた。
