row_id,word,orig_CEFR,new_CEFR,orig_JP,new_JP,orig_IPA,new_IPA,orig_Ex,new_Ex,orig_Ex_JP,new_Ex_JP,reasons
13250,acorn,B2,B2,どんぐり,どんぐり,/ˈeɪkɔrnz/,/ˈeɪkɔːrn/,Squirrels collect acorns in the fall.,Squirrels collect acorn in the fall.,リスは秋にどんぐりを集める。,リスは秋にどんぐりを集める。,屈折IPAの原形化 / 例文の原形主語整合化
13266,certify,B2,B2,認証する,認証する,/ˈsɜːrtəˌfaɪz/,/sˈɜːrtəfˌaɪ/,The organization certifies organic products.,The organization certifies organic products.,その組織は有機製品を認証する。,その組織は有機製品を認証する。,屈折IPAの原形化
13268,checker,B2,B2,チェッカー,チェッカー,/ˈtʃɛkərz/,/tʃˈekɚ/,Let's play checkers.,Let's play checker.,チェッカーをしよう。,チェッカーをしよう。,屈折IPAの原形化 / 例文の原形主語整合化
13272,credence,B2,B2,信用、信頼,信用、信頼,/ˈkriːdəns/,/krˈiːdəns/,I have little credence in his story.,I have little credence in his story.,私は彼の話をほとんど信用していない。,私は彼の話をほとんど信用していない。,屈折IPAの原形化
13278,dispatcher,B2,B2,派遣係,派遣係,/dɪˈspætʃərz/,/dɪspˈætʃɚ/,The dispatchers are responsible for coordinating emergency services.,The dispatcher are responsible for coordinating emergency services.,派遣係は緊急サービスを調整する責任がある。,派遣係は緊急サービスを調整する責任がある。,屈折IPAの原形化 / 例文の原形主語整合化
13293,gable,B2,B2,切妻,切妻,/ˈɡeɪbəlz/,/ɡˈeɪbəl/,The house had beautiful gables and a porch.,The house had beautiful gable and a porch.,その家には美しい切妻と玄関ポーチがありました。,その家には美しい切妻と玄関ポーチがありました。,屈折IPAの原形化 / 例文の原形主語整合化
13316,mite,B2,B2,ダニ,ダニ,/ˈmaɪt/,/ˈmaɪt/,Dust mites can cause allergies.,Dust mite can cause allergies.,ダニはアレルギーを引き起こす可能性があります。,ダニはアレルギーを引き起こす可能性があります。,例文の原形主語整合化
13325,octave,B2,B2,オクターブ,オクターブ,/ˈɑktɪv/,/ˈɑktɪv/,The song spanned two octaves.,The song spanned two octave.,その歌は2オクターブに及んだ。,その歌は2オクターブに及んだ。,例文の原形主語整合化
13330,prerogative,B2,B2,特権,特権,/prɪˈrɑɡətɪvz/,/prɪrˈɑːɡətɪv/,It is one of the king's prerogatives to pardon criminals.,It is one of the king's prerogative to pardon criminals.,犯罪者を恩赦することは王の特権の一つである。,犯罪者を恩赦することは王の特権の一つである。,屈折IPAの原形化 / 例文の原形主語整合化
13332,prudence,B2,B2,慎重さ,慎重さ,/ˈpruːdəns/,/prˈuːdəns/,He always acts with great prudence.,He always acts with great prudence.,彼はいつも非常に慎重に行動する。,彼はいつも非常に慎重に行動する。,屈折IPAの原形化
13352,slipper,B2,B2,スリッパ,スリッパ,/ˈslɪpərz/,/slˈɪpɚ/,She put on her slippers when she got home.,She put on her slipper when she got home.,彼女は帰宅するとスリッパを履いた。,私は帰宅するとスリッパを履いた。,屈折IPAの原形化 / 例文の原形主語整合化
13363,stub,B2,B2,切符の半券,切符の半券,/ˈstʌbz/,/stˈʌb/,I saved the ticket stubs from the concert.,I saved the ticket stub from the concert.,私はコンサートの切符の半券を保管した。,私はコンサートの切符の半券を保管した。,屈折IPAの原形化 / 例文の原形主語整合化
13364,subgroup,B2,B2,サブグループ,サブグループ,/ˈsʌˌbɡruːp/,/ˈsʌˌbɡruːp/,The study included several subgroups.,The study included several subgroup.,その研究にはいくつかのサブグループが含まれていた。,その研究にはいくつかのサブグループが含まれていた。,例文の原形主語整合化
13397,bootleg,B2,B2,海賊版,海賊版,/ˈbuːˌtlɛɡz/,/bˈuːtlˌeɡ/,The movie was released on bootlegs before its official release.,The movie was released on bootleg before its official release.,その映画は公式リリース前に海賊版でリリースされました。,その映画は公式リリース前に海賊版でリリースされました。,屈折IPAの原形化 / 例文の原形主語整合化
13402,cellulose,B2,B2,セルロース,セルロース,/ˈsɛljəˌloʊs/,/sˈeljəlˌoʊs/,Cellulose is a major component of plant cell walls.,Cellulose is a major component of plant cell walls.,セルロースは、植物細胞壁の主要な構成要素である。,セルロースは、植物細胞壁の主要な構成要素である。,屈折IPAの原形化
13411,creole,B2,B2,クレオール,クレオール,/kriˈoʊlz/,/krˈiːoʊl/,Creoles are languages that have developed from a mixture of languages.,creole are languages that have developed from a mixture of languages.,クレオールは、複数の言語の混合から発達した言語である。,クレオールは、複数の言語の混合から発達した言語である。,屈折IPAの原形化 / 例文の原形主語整合化
13418,deliverance,B2,B2,解放,解放,/dɪˈlɪvərəns/,/dɪlˈɪvɚəns/,The people prayed for deliverance from their suffering.,The people prayed for deliverance from their suffering.,人々は苦しみからの解放を祈った。,人々は苦しみからの解放を祈った。,屈折IPAの原形化
13425,electrolyte,B2,B2,電解質,電解質,/electrolytes/,/electrolytes/,Sports drinks contain electrolytes to replace what you lose during exercise.,Sports drinks contain electrolyte to replace what you lose during exercise.,スポーツドリンクは、運動中に失われるものを補うための電解質を含んでいる。,スポーツドリンクは、運動中に失われるものを補うための電解質を含んでいる。,例文の原形主語整合化
13452,issuer,B2,B2,"発行者,発行体","発行者,発行体",/ˈɪʃuərz/,/ˈɪʃuːɚ/,The issuers of bonds are responsible for repayment.,The issuer of bonds are responsible for repayment.,債券の発行者は、返済の責任があります。,債券の発行者は、返済の責任があります。,屈折IPAの原形化 / 例文の原形主語整合化
13463,nomad,B2,B2,遊牧民,遊牧民,/ˈnoʊˌmæd/,/ˈnoʊˌmæd/,Nomads wander the desert.,nomad wander the desert.,遊牧民は砂漠をさまよう。,遊牧民は砂漠をさまよう。,例文の原形主語整合化
13474,paraphrase,B2,B2,言い換える,言い換える,/ˈpɛrəˌfreɪz/,/pˈerəfrˌeɪz/,Can you paraphrase the sentence?,Can you paraphrase the sentence?,その文章を言い換えることができますか？,その文章を言い換えることができますか？,屈折IPAの原形化
13476,pediatrician,B2,B2,小児科医,小児科医,/ˌpiːdiəˈtrɪʃənz/,/pˌiːdiːətrˈɪʃən/,Pediatricians specialize in children's health.,pediatrician specialize in children's health.,小児科医は子供の健康を専門としている。,小児科医は子供の健康を専門としている。,屈折IPAの原形化 / 例文の原形主語整合化
13478,pelican,B2,B2,ペリカン,ペリカン,/ˈpɛlɪkənz/,/pˈeləkən/,The pelicans were flying over the sea.,The pelican were flying over the sea.,ペリカンは海の上を飛んでいた。,ペリカンは海の上を飛んでいた。,屈折IPAの原形化 / 例文の原形主語整合化
13490,rascal,B2,B2,いたずらっ子,いたずらっ子,/ˈræskəlz/,/rˈæskəl/,The rascals were playing pranks on each other.,The rascal were playing pranks on each other.,いたずらっ子たちはお互いにいたずらをしていました。,いたずらっ子たちはお互いにいたずらをしていました。,屈折IPAの原形化 / 例文の原形主語整合化
13508,steamship,B2,B2,蒸気船,蒸気船,/ˈstiːˌmʃɪps/,/stˈiːmʃˌɪp/,People traveled by steamships in the past.,People traveled by steamship in the past.,人々は昔、蒸気船で旅行した。,人々は昔、蒸気船で旅行した。,屈折IPAの原形化 / 例文の原形主語整合化
13512,thence,B2,B2,そこから,そこから,/ˈðɛns/,/ðˈens/,"He came from London, and thence to Paris.","He came from London, and thence to Paris.",彼はロンドンから来て、そこからパリへ行った。,彼はロンドンから来て、そこからパリへ行った。,屈折IPAの原形化
13535,anesthetic,B2,B2,麻酔薬,麻酔薬,/ˌænəˈsθɛtɪks/,/ˌænəsθˈetɪk/,Anesthetics are used to induce a state of unconsciousness.,anesthetic are used to induce a state of unconsciousness.,麻酔薬は意識不明の状態を誘発するために使用される。,麻酔薬は意識不明の状態を誘発するために使用される。,屈折IPAの原形化 / 例文の原形主語整合化
13547,clipper,B2,B2,バリカン,バリカン,/ˈklɪpərz/,/klˈɪpɚ/,He used clippers to cut his hair.,He used clipper to cut his hair.,彼はバリカンで髪を切った。,私はバリカンで髪を切った。,屈折IPAの原形化 / 例文の原形主語整合化
13575,fuzz,B2,B2,けば,けば,/ˈfʌz/,/fˈʌz/,The old coat was covered in fuzz.,The old coat was covered in fuzz.,その古いコートはけばで覆われていた。,その古いコートはけばで覆われていた。,屈折IPAの原形化
13579,hertz,B2,B2,ヘルツ,ヘルツ,/ˈhɛrts/,/hˈerts/,The sound is measured in hertz.,The sound is measured in hertz.,音はヘルツで測定されます。,音はヘルツで測定されます。,屈折IPAの原形化
13587,islander,B2,B2,島民,島民,/ˈaɪləndərz/,/ˈaɪləndɚ/,The islanders are skilled fishermen.,The islander are skilled fishermen.,島民は熟練した漁師である。,島民は熟練した漁師である。,屈折IPAの原形化 / 例文の原形主語整合化
13588,ism,B2,B2,主義、イデオロギー,主義、イデオロギー,/ˈɪzəmz/,/ˈɪzəm/,The debate focused on the various isms that shaped the society.,The debate focused on the various ism that shaped the society.,その議論は、社会を形成したさまざまな主義に焦点を当てた。,その議論は、社会を形成したさまざまな主義に焦点を当てた。,屈折IPAの原形化 / 例文の原形主語整合化
13596,mannequin,B2,B2,マネキン,マネキン,/ˈmænəkɪnz/,/mˈænəkɪn/,The mannequins were wearing the latest fashions.,The mannequin were wearing the latest fashions.,マネキンは最新のファッションを着ていた。,マネキンは最新のファッションを着ていた。,屈折IPAの原形化 / 例文の原形主語整合化
13621,reimburse,B2,B2,払い戻す,払い戻す,/ˌriːɪˈmbɜːrs/,/rˌiːɪmbˈɜːrs/,The company will reimburse you for your expenses.,The company will reimburse you for your expenses.,会社はあなたの費用を払い戻します。,会社はあなたの費用を払い戻します。,屈折IPAの原形化
13625,ringer,B2,B2,替え玉,替え玉,/ˈrɪŋərz/,/rˈɪŋɚ/,He was accused of using ringers in the race.,He was accused of using ringer in the race.,彼はレースで替え玉を使ったと非難された。,私はレースで替え玉を使ったと非難された。,屈折IPAの原形化 / 例文の原形主語整合化
13645,sympathize,B2,B2,同情する,同情する,/ˈsɪmpəˌθaɪzɪz/,/sˈɪmpəθˌaɪz/,She sympathizes with their plight.,I sympathize with their plight.,彼女は彼らの窮状に同情している。,私は彼らの窮状に同情している。,屈折IPAの原形化 / 例文の原形主語整合化
13650,townhouse,B2,B2,タウンハウス,タウンハウス,/ˈtaʊˌnhaʊs/,/tˈaʊnhˌaʊs/,They live in a townhouse.,They live in a townhouse.,彼らはタウンハウスに住んでいます。,彼らはタウンハウスに住んでいます。,屈折IPAの原形化
13653,truffle,B2,B2,トリュフ,トリュフ,/ˈtrʌfəlz/,/trˈʌfəl/,We had a delicious pasta dish with black truffles.,We had a delicious pasta dish with black truffle.,私たちは黒トリュフを使ったおいしいパスタ料理を食べました。,私たちは黒トリュフを使ったおいしいパスタ料理を食べました。,屈折IPAの原形化 / 例文の原形主語整合化
13658,vibrate,B2,B2,振動する,振動する,/ˈvaɪbreɪts/,/vˈaɪbreɪt/,The phone vibrates when I get a call.,The phone vibrate when I get a call.,電話がかかってくると電話が振動する。,電話がかかってくると電話が振動する。,屈折IPAの原形化 / 例文の原形主語整合化
13672,asterisk,B2,B2,アスタリスク、星印,アスタリスク、星印,/ˈæstərɪsks/,/ˈæstɚɪsk/,The footnotes are marked with asterisks.,The footnotes are marked with asterisk.,脚注はアスタリスクでマークされている。,脚注はアスタリスクでマークされている。,屈折IPAの原形化 / 例文の原形主語整合化
13675,azalea,B2,B2,ツツジ,ツツジ,/əˈzeɪljəz/,/əzˈeɪljə/,The garden was filled with blooming azaleas.,The garden was filled with blooming azalea.,その庭は満開のツツジでいっぱいだった。,その庭は満開のツツジでいっぱいだった。,屈折IPAの原形化 / 例文の原形主語整合化
13678,beet,B2,B2,ビーツ,ビーツ,/ˈbiːts/,/bˈiːt/,Beets are a type of vegetable.,beet are a type of vegetable.,ビーツは野菜の一種です。,ビーツは野菜の一種です。,屈折IPAの原形化 / 例文の原形主語整合化
13712,errand,B2,B2,用事,用事,/ˈɛrəndz/,/ˈerənd/,I have some errands to run.,I have some errand to run.,私は済ませるべき用事があります。,私は済ませるべき用事があります。,屈折IPAの原形化 / 例文の原形主語整合化
13723,freighter,B2,B2,貨物船,貨物船,/ˈfreɪtərz/,/frˈeɪtɚ/,The port was bustling with freighters loading and unloading goods.,The port was bustling with freighter loading and unloading goods.,港は貨物を積み下ろしする貨物船で賑わっていた。,港は貨物を積み下ろしする貨物船で賑わっていた。,屈折IPAの原形化 / 例文の原形主語整合化
13742,melodrama,B2,B2,メロドラマ,メロドラマ,/ˈmɛləˌdrɑməz/,/mˈelədrˌɑːmə/,The movie was filled with melodramas.,The movie was filled with melodrama.,その映画はメロドラマでいっぱいだった。,その映画はメロドラマでいっぱいだった。,屈折IPAの原形化 / 例文の原形主語整合化
13744,minion,B2,B2,手下、子分,手下、子分,/ˈmɪnjənz/,/mˈɪnjən/,The evil villain had many minions.,The evil villain had many minion.,悪の親玉には多くの子分がいた。,悪の親玉には多くの子分がいた。,屈折IPAの原形化 / 例文の原形主語整合化
13777,subunit,B2,B2,サブユニット,サブユニット,/subunit/,/subunit/,The protein is composed of several different subunits.,The protein is composed of several different subunit.,そのタンパク質は、いくつかの異なるサブユニットで構成されている。,そのタンパク質は、いくつかの異なるサブユニットで構成されている。,例文の原形主語整合化
13778,swede,B2,B2,スウェーデン人,スウェーデン人,/ˈswiːdz/,/swˈiːd/,The swedes are known for their design.,The swede are known for their design.,スウェーデン人はデザインで知られている。,スウェーデン人はデザインで知られている。,屈折IPAの原形化 / 例文の原形主語整合化
13787,twister,B2,B2,竜巻,竜巻,/ˈtwɪstərz/,/twˈɪstɚ/,We saw some twisters forming in the distance.,We saw some twister forming in the distance.,遠くにいくつかの竜巻が発生しているのを見ました。,遠くにいくつかの竜巻が発生しているのを見ました。,屈折IPAの原形化 / 例文の原形主語整合化
13804,armament,B2,B2,軍備,軍備,/ˈɑrməmənts/,/ˈɑːrməmənt/,The country is increasing its armaments.,The country is increasing its armament.,その国は軍備を増強している。,その国は軍備を増強している。,屈折IPAの原形化 / 例文の原形主語整合化
13817,campground,B2,B2,キャンプ場,キャンプ場,/ˈkæˌmpɡraʊndz/,/kˈæmpɡrˌaʊnd/,We reserved a spot at the campgrounds for the weekend.,We reserved a spot at the campground for the weekend.,私たちは週末のためにキャンプ場の場所を予約した。,私たちは週末のためにキャンプ場の場所を予約した。,屈折IPAの原形化 / 例文の原形主語整合化
13823,coinage,B2,B2,造語,造語,/ˈkɔɪnɪdʒz/,/kˈɔɪnɪdʒ/,Many coinages have become common in everyday language.,Many coinage have become common in everyday language.,多くの造語が日常言語で一般的になっています。,多くの造語が日常言語で一般的になっています。,屈折IPAの原形化 / 例文の原形主語整合化
13849,foray,B2,B2,襲撃、進出,襲撃、進出,/ˈfɔreɪz/,/fˈɔːreɪ/,The company made several forays into the new market.,The company made several foray into the new market.,その会社は新しい市場に何度か進出した。,その会社は新しい市場に何度か進出した。,屈折IPAの原形化 / 例文の原形主語整合化
13856,goody,B2,B2,お菓子,お菓子,/ˈɡʊdiz/,/ɡˈʊdiː/,The children received a bag full of goodies.,The children received a bag full of goodies.,子供たちはお菓子でいっぱいの袋を受け取った。,子供たちはお菓子でいっぱいの袋を受け取った。,屈折IPAの原形化
13858,grassland,B2,B2,草原,草原,/ˈɡræˌslændz/,/ɡrˈæslˌænd/,The cattle grazed in the grasslands.,The cattle grazed in the grassland.,牛は草原で草を食んだ。,牛は草原で草を食んだ。,屈折IPAの原形化 / 例文の原形主語整合化
13885,obtuse,B2,B2,鈍い、愚鈍な,鈍い、愚鈍な,/ɑˈbtuːs/,/ɑːbtˈuːs/,He was being obtuse and not understanding the point.,He was being obtuse and not understanding the point.,彼は鈍くてポイントを理解していなかった。,彼は鈍くてポイントを理解していなかった。,屈折IPAの原形化
13888,penicillin,B2,B2,ペニシリン,ペニシリン,/ˌpɛnəˈsɪlənz/,/pˌenəsˈɪlən/,Penicillins are a group of antibiotics used to treat bacterial infections.,penicillin are a group of antibiotics used to treat bacterial infections.,ペニシリンは、細菌感染症の治療に使用される抗生物質のグループである。,ペニシリンは、細菌感染症の治療に使用される抗生物質のグループである。,屈折IPAの原形化 / 例文の原形主語整合化
13890,petal,B2,B2,花びら,花びら,/ˈpɛtəlz/,/pˈetəl/,The petals of the rose were soft.,The petal of the rose were soft.,バラの花びらは柔らかかったです。,バラの花びらは柔らかかったです。,屈折IPAの原形化 / 例文の原形主語整合化
13895,radiance,B2,B2,輝き、光輝,輝き、光輝,/ˈreɪdiəns/,/rˈeɪdiːəns/,Her face radiated with radiance.,Her face radiated with radiance.,彼女の顔は輝きで満たされていた。,彼女の顔は輝きで満たされていた。,屈折IPAの原形化
13902,rupee,B2,B2,ルピー,ルピー,/ruˈpiːz/,/ruːpˈiː/,The cost of the book is 200 rupees.,The cost of the book is 200 rupee.,この本の値段は200ルピーです。,この本の値段は200ルピーです。,屈折IPAの原形化 / 例文の原形主語整合化
13910,smirk,B2,B2,にやにや笑う、薄笑い,にやにや笑う、薄笑い,/ˈsmɜːrks/,/smˈɜːrk/,He smirks whenever someone makes a mistake.,I smirk whenever someone makes a mistake.,彼は誰かが間違いを犯すといつもにやにや笑う。,私は誰かが間違いを犯すといつもにやにや笑う。,屈折IPAの原形化 / 例文の原形主語整合化
13918,stave,B2,B2,板、棒,板、棒,/ˈsteɪv/,/ˈsteɪv/,They used staves to build a makeshift shelter.,They used stave to build a makeshift shelter.,彼らは仮設の避難所を建てるために板を使った。,彼らは仮設の避難所を建てるために板を使った。,例文の原形主語整合化
13921,streamer,B2,B2,紙吹雪,紙吹雪,/ˈstriːmərz/,/strˈiːmɚ/,Streamers were used to decorate the room.,streamer were used to decorate the room.,紙吹雪は部屋を飾るために使われた。,紙吹雪は部屋を飾るために使われた。,屈折IPAの原形化 / 例文の原形主語整合化
13925,symbolize,B2,B2,象徴する,象徴する,/ˈsɪmbəˌlaɪz/,/sˈɪmbəlˌaɪz/,The dove is said to symbolize peace.,The dove is said to symbolize peace.,ハトは平和を象徴すると言われている。,ハトは平和を象徴すると言われている。,屈折IPAの原形化
13935,workstation,B2,B2,ワークステーション,ワークステーション,/ˈwɜːrˌksteɪʃənz/,/wˈɜːrkstˌeɪʃən/,The employees had their own workstations.,The employees had their own workstation.,従業員はそれぞれ自分のワークステーションを持っていた。,従業員はそれぞれ自分のワークステーションを持っていた。,屈折IPAの原形化 / 例文の原形主語整合化
13948,blot,B2,B2,しみ、しみをつける,しみ、しみをつける,/ˈblɑts/,/blˈɑːt/,The experiment involved blotting samples onto a membrane.,The experiment involved blotting samples onto a membrane.,その実験には、サンプルを膜にブロットすることが含まれていた。,その実験には、サンプルを膜にブロットすることが含まれていた。,屈折IPAの原形化
13963,corset,B2,B2,コルセット,コルセット,/ˈkɔrsəts/,/kˈɔːrsət/,Women used to wear corsets to shape their bodies.,Women used to wear corset to shape their bodies.,女性はかつて体を整えるためにコルセットを着用していた。,女性はかつて体を整えるためにコルセットを着用していた。,屈折IPAの原形化 / 例文の原形主語整合化
13970,dispenser,B2,B2,ディスペンサー,ディスペンサー,/dɪˈspɛnsərz/,/dɪspˈensɚ/,The hand sanitizer is available from dispensers at the entrance.,The hand sanitizer is available from dispenser at the entrance.,入り口にあるディスペンサーから手指消毒剤を利用できます。,入り口にあるディスペンサーから手指消毒剤を利用できます。,屈折IPAの原形化 / 例文の原形主語整合化
13986,gentile,B2,B2,異邦人,異邦人,/ˈdʒɛˌntaɪl/,/ˈdʒɛˌntaɪl/,"In ancient times, they were known as gentiles.","In ancient times, they were known as gentile.",古代では、彼らは異邦人として知られていた。,古代では、彼らは異邦人として知られていた。,例文の原形主語整合化
13994,hydrocarbon,B2,B2,炭化水素,炭化水素,/ˌhaɪdroʊˈkɑrbənz/,/hˌaɪdroʊkˈɑːrbən/,Petroleum is a mixture of various hydrocarbons.,Petroleum is a mixture of various hydrocarbon.,石油は、さまざまな炭化水素の混合物です。,石油は、さまざまな炭化水素の混合物です。,屈折IPAの原形化 / 例文の原形主語整合化
14006,kebab,B2,B2,ケバブ,ケバブ,/kebabs/,/kebabs/,We had kebabs for dinner.,We had kebab for dinner.,夕食にケバブを食べた。,夕食にケバブを食べた。,例文の原形主語整合化
14007,licensee,B2,B2,被許可者,被許可者,/ˌlaɪsəˈnsiːz/,/lˌaɪsənsˈiː/,The licensees are responsible for following regulations.,The licensee are responsible for following regulations.,被許可者は規制に従う責任がある。,被許可者は規制に従う責任がある。,屈折IPAの原形化 / 例文の原形主語整合化
14014,modernize,B2,B2,近代化する,近代化する,/ˈmɑdərˌnaɪz/,/mˈɑːdɚnˌaɪz/,The company needs to modernize its technology.,The company needs to modernize its technology.,その会社はテクノロジーを近代化する必要がある。,その会社はテクノロジーを近代化する必要がある。,屈折IPAの原形化
14024,pheasant,B2,B2,キジ,キジ,/ˈfɛzənts/,/fˈezənt/,We saw some pheasants in the field.,We saw some pheasant in the field.,私たちは野原で何羽かのキジを見た。,私たちは野原で何羽かのキジを見た。,屈折IPAの原形化 / 例文の原形主語整合化
14030,preclude,B2,B2,妨げる、排除する,妨げる、排除する,/prɪˈkluːd/,/prɪˈkluːd/,The evidence precludes any possibility of error.,The evidence preclude any possibility of error.,その証拠は誤りの可能性を排除している。,その証拠は誤りの可能性を排除している。,例文の原形主語整合化
14040,regularity,B2,B2,規則性,規則性,/regularities/,/rˌeɡjəlˈerətiː/,We observed regularities in the data.,We observed regularities in the data.,データに規則性が見られました。,データに規則性が見られました。,屈折IPAの原形化
14046,scion,B2,B2,子孫、後継者,子孫、後継者,/ˈsaɪənz/,/sˈaɪən/,The scions of the family continued the business.,The scion of the family continued the business.,その家族の子孫は事業を継続した。,その家族の子孫は事業を継続した。,屈折IPAの原形化 / 例文の原形主語整合化
14049,showbiz,B2,B2,芸能界,芸能界,/ˈʃoʊbɪz/,/ʃˈoʊbɪz/,She dreams of making it big in showbiz.,She dreams of making it big in showbiz.,彼女は芸能界で成功することを夢見ている。,彼女は芸能界で成功することを夢見ている。,屈折IPAの原形化
14067,twig,B2,B2,小枝,小枝,/ˈtwɪɡz/,/twˈɪɡ/,The bird is building a nest with twigs.,The bird is building a nest with twig.,鳥は小枝で巣を作っています。,鳥は小枝で巣を作っています。,屈折IPAの原形化 / 例文の原形主語整合化
14075,wag,B2,B2,おどけた人、ひょうきんな人,おどけた人、ひょうきんな人,/ˈwæɡz/,/wˈæɡ/,The wags at the party told funny stories.,The wag at the party told funny stories.,パーティーのおどけた人々は面白い話をしていた。,パーティーのおどけた人々は面白い話をしていた。,屈折IPAの原形化 / 例文の原形主語整合化
14077,watcher,B2,B2,見物人,見物人,/ˈwɑtʃərz/,/wˈɑːtʃɚ/,The watchers gathered to see the sunset.,The watcher gathered to see the sunset.,見物人たちは夕日を見るために集まった。,見物人たちは夕日を見るために集まった。,屈折IPAの原形化 / 例文の原形主語整合化
14090,amputation,B2,B2,切断手術,切断手術,/ˌæmpjuˈteɪʃənz/,/ˌæmpjətˈeɪʃən/,Amputations are sometimes necessary due to severe injuries.,amputation are sometimes necessary due to severe injuries.,重傷のため、切断手術が必要になることがある。,重傷のため、切断手術が必要になることがある。,屈折IPAの原形化 / 例文の原形主語整合化
14098,bystander,B2,B2,傍観者,傍観者,/ˈbaɪˌstændərz/,/bˈaɪstˌændɚ/,The bystanders watched in shock as the accident unfolded.,The bystander watched in shock as the accident unfolded.,事故が起こるにつれて、傍観者たちはショックを受けて見ていた。,事故が起こるにつれて、傍観者たちはショックを受けて見ていた。,屈折IPAの原形化 / 例文の原形主語整合化
14106,dieter,B2,B2,ダイエットをする人,ダイエットをする人,/ˈdaɪətərz/,/dˈiːtɚ/,Many dieters try to eat less carbs.,Many dieter try to eat less carbs.,多くのダイエットをする人は、炭水化物を少なく食べようとします。,多くのダイエットをする人は、炭水化物を少なく食べようとします。,屈折IPAの原形化 / 例文の原形主語整合化
14110,dissonance,B2,B2,不協和音,不協和音,/ˈdɪsənəns/,/dˈɪsənəns/,The argument created dissonance in the team.,The argument created dissonance in the team.,その議論はチーム内に不協和音を生じさせた。,その議論はチーム内に不協和音を生じさせた。,屈折IPAの原形化
14117,eulogy,B2,B2,弔辞,弔辞,/ˈjuːlədʒiz/,/jˈuːlədʒiː/,Many people delivered eulogies at the funeral.,Many people delivered eulogies at the funeral.,多くの人々が葬儀で弔辞を述べた。,多くの人々が葬儀で弔辞を述べた。,屈折IPAの原形化
14126,fructose,B2,B2,果糖,果糖,/ˈfrʌˌktoʊs/,/frˈʌktˌoʊs/,Fructose is a natural sugar found in fruit.,Fructose is a natural sugar found in fruit.,果糖は果物に含まれる天然の糖である。,果糖は果物に含まれる天然の糖である。,屈折IPAの原形化
14130,graze,B2,B2,放牧する,放牧する,/ˈɡreɪz/,/ɡrˈeɪz/,The cows graze peacefully in the pasture.,The cows graze peacefully in the pasture.,牛たちは牧草地で穏やかに放牧されている。,牛たちは牧草地で穏やかに放牧されている。,屈折IPAの原形化
14137,improvise,B2,B2,即興でやる,即興でやる,/ˈɪmprəˌvaɪz/,/ˈɪmprəvˌaɪz/,They had to improvise the ending of the play.,They had to improvise the ending of the play.,彼らは劇の結末を即興でやらなければならなかった。,彼らは劇の結末を即興でやらなければならなかった。,屈折IPAの原形化
14151,mince,B2,B2,ひき肉にする,ひき肉にする,/ˈmɪns/,/mˈɪns/,He used a food processor to mince the meat.,He used a food processor to mince the meat.,彼は肉をひき肉にするためにフードプロセッサーを使った。,彼は肉をひき肉にするためにフードプロセッサーを使った。,屈折IPAの原形化
14152,monogram,B2,B2,モノグラム,モノグラム,/ˈmɑnəˌɡræmz/,/mˈɑːnəɡrˌæm/,The napkins were embroidered with the couple's monograms.,The napkins were embroidered with the couple's monogram.,ナプキンにはカップルのモノグラムが刺繍されていた。,ナプキンにはカップルのモノグラムが刺繍されていた。,屈折IPAの原形化 / 例文の原形主語整合化
14163,overuse,B2,B2,過剰使用,過剰使用,/ˌoʊvərˈjuːz/,/ˌoʊvɚjˈuːz/,Overuse of antibiotics can lead to resistance.,Overuse of antibiotics can lead to resistance.,抗生物質の過剰使用は耐性につながる可能性があります。,抗生物質の過剰使用は耐性につながる可能性があります。,屈折IPAの原形化
14172,racetrack,B2,B2,競馬場,競馬場,/ˈreɪˌstræks/,/rˈeɪstrˌæk/,The race cars sped around the racetracks.,The race cars sped around the racetrack.,レーシングカーは競馬場の周りを疾走した。,レーシングカーは競馬場の周りを疾走した。,屈折IPAの原形化 / 例文の原形主語整合化
14184,shortfall,B2,B2,不足,不足,/ˈʃɔˌrtfɔlz/,/ʃˈɔːrtfˌɔːl/,There were shortfalls in the budget.,There were shortfall in the budget.,予算に不足があった。,予算に不足があった。,屈折IPAの原形化 / 例文の原形主語整合化
14197,suture,B2,B2,縫合,縫合,/ˈsuːtʃərz/,/sˈuːtʃɚ/,The doctor used sutures to close the wound.,The doctor used suture to close the wound.,医師は傷を閉じるために縫合糸を使用した。,医師は傷を閉じるために縫合糸を使用した。,屈折IPAの原形化 / 例文の原形主語整合化
14213,adorn,B2,B2,飾る,飾る,/əˈdɔrnz/,/ədˈɔːrn/,The garden adorns the house.,The garden adorn the house.,庭が家を飾っています。,庭が家を飾っています。,屈折IPAの原形化 / 例文の原形主語整合化
14214,aggressor,B2,B2,侵略者,侵略者,/əˈɡrɛsərz/,/əɡrˈesɚ/,The aggressors attacked without warning.,The aggressor attacked without warning.,侵略者たちは警告なしに攻撃しました。,侵略者たちは警告なしに攻撃しました。,屈折IPAの原形化 / 例文の原形主語整合化
14247,evaporate,B2,B2,蒸発する,蒸発する,/ɪˈvæpərˌeɪts/,/ɪvˈæpɚˌeɪt/,The water evaporates quickly in the sun.,The water evaporate quickly in the sun.,水は太陽の下で急速に蒸発する。,水は太陽の下で急速に蒸発する。,屈折IPAの原形化 / 例文の原形主語整合化
